record_id,taxpayer_id,tin,business_name,owner_name,taxpayer_type,business_sector,lga,registration_date,tax_year,tax_month,tax_type,filing_due_date,filing_date,filing_status,amount_assessed,amount_paid,outstanding_balance,payment_status,payment_method,payment_date,audit_status,audit_result,penalty,annual_turnover,risk_level,compliance_score,revenue_office,notification_sent,registration_year,registration_month,filing_month,payment_month
90,100539,KAD-TIN-202500089,Chaney and Sons,Keith Roberts,Corporate,Healthcare,Lere,2024-12-06,2025,Sep,Paye,2025-02-17,,Not Filed,3074963,141933,2933030,Partial,Portal,2025-03-17,Audited,Pending,101418,202415194,Medium,22,Kaduna South,Yes,2024,December,February,March
91,100596,KAD-TIN-202500090,Mcguire Group,Bobby Gray,Corporate,Agriculture,Ikara,2024-06-25,2025,Jan,Withholding Tax,2024-11-25,,Not Filed,919595,404488,515107,Partial,Ngn,2024-12-04,Not Audited,Pending,125444,341160602,Low,37,Kaduna North,No,2024,June,November,December
92,100205,KAD-TIN-202500091,"Smith, Chan and White",Jennifer Perez,Individual,Agriculture,Kaduna South,2024-01-19,2025,Sep,Road Tax,2024-07-17,,Filed,417473,417473,0,Paid,Portal,2024-07-31,Audited,Pending,50096,155604617,Medium,26,Zaria,No,2024,January,July,July
93,100410,KAD-TIN-202500092,Cameron and Sons,Aaron French,Corporate,Manufacturing,Kaura,2024-05-19,2025,Jun,Business Premises,2024-08-20,,Late,3715413,3715413,0,Paid,Portal,2024-09-10,Not Audited,No Issue,190600,229901521,Low,75,Zaria,Yes,2024,May,August,September
94,100082,KAD-TIN-202500093,"Werner, Elliott and Wilkins",Edward Hernandez,Sme,Agriculture,Kaduna South,2024-10-06,2025,Aug,Road Tax,2025-04-04,2025-04-04,Late,910653,910653,0,Paid,Portal,2025-04-24,Not Audited,No Issue,190530,469097648,Medium,98,Kaduna South,No,2024,October,April,April
95,100373,KAD-TIN-202500094,Osborn Inc,Richard Brown,Corporate,Ict,Birnin Gwari,2024-11-23,2025,Mar,Road Tax,2025-01-21,,Filed,3457538,3457538,0,Paid,Pos,2025-01-23,Audited,Pending,96030,196428115,Medium,92,Kaduna North,Yes,2024,November,January,January
96,100455,KAD-TIN-202500095,"Huynh, Hansen and Thompson",Amy Parks,Individual,Healthcare,Ikara,2024-12-13,2025,Sep,Withholding Tax,2025-08-30,2025-06-09,Late,3170674,3170674,0,Paid,Ngn,2025-09-14,Audited,No Issue,6793,396962433,Low,83,Zaria,No,2024,December,August,September
97,100267,KAD-TIN-202500096,"Melendez, Medina and Jennings",Mrs. Andrea Patel,Corporate,Manufacturing,Jema'A,2025-04-12,2025,Oct,Withholding Tax,2026-02-23,2026-12-03,Filed,2245941,2245941,0,Paid,Portal,2026-03-05,Audited,No Issue,19412,244688571,Low,76,Kaduna North,No,2025,April,February,March
98,100556,KAD-TIN-202500097,Kennedy-Young,Mrs. Brianna Guerrero MD,Sme,Agriculture,Jaba,2024-12-07,2025,Dec,Business Premises,2025-07-02,,Not Filed,594748,288356,306392,Partial,Ngn,2025-08-01,Audited,No Issue,52685,427237021,Low,50,Kaduna South,Yes,2024,December,July,August
99,100565,KAD-TIN-202500098,Horton Ltd,David Edwards,Individual,Healthcare,Giwa,2024-07-03,2025,Feb,Withholding Tax,2025-05-12,,Not Filed,3144651,980221,2164430,Partial,Portal,2025-06-09,Not Audited,Underpayment,150706,41594612,Low,60,Zaria,Yes,2024,July,May,June
100,100132,KAD-TIN-202500099,Shepherd-Valenzuela,Joseph Miles,Corporate,Healthcare,Jaba,2024-08-18,2025,Mar,Road Tax,2025-05-13,,Not Filed,4389930,1444999,2944931,Partial,Bank Transfer,2025-05-18,Audited,Underpayment,43163,88955350,Medium,48,Kaduna South,No,2024,August,May,May
101,100651,KAD-TIN-202500100,"Miller, Kirk and Cooper",Nicholas Bowman,Corporate,Agriculture,Ikara,2025-03-09,2025,Nov,Withholding Tax,2025-05-18,2025-01-06,Late,1696699,1696699,0,Paid,Bank Transfer,2025-06-17,Audited,Pending,152212,84782416,Low,99,Zaria,No,2025,March,May,June
102,100084,KAD-TIN-202500101,"Scott, Hall and Miller",Bobby Pena,Individual,Healthcare,Kaduna North,2025-03-07,2025,Nov,Business Premises,2026-01-19,2026-07-02,Filed,288014,288014,0,Paid,Portal,2026-01-18,Not Audited,Pending,143019,157516286,High,58,Kaduna South,Yes,2025,March,January,January
103,100075,KAD-TIN-202500102,"Ferguson, Wells and Stephenson",Michael Allen,Corporate,Retail,Jaba,2025-02-16,2025,Aug,Road Tax,2025-10-11,,Late,3854603,3854603,0,Paid,Portal,2025-10-22,Not Audited,Pending,37661,169816449,High,60,Zaria,No,2025,February,October,October
104,100528,KAD-TIN-202500103,"Rodriguez, Turner and Harris",Ann Harris,Corporate,Retail,Kagarko,2025-05-14,2025,Apr,Road Tax,2026-01-03,2026-01-01,Filed,3158316,3158316,0,Paid,Ngn,2026-01-29,Audited,No Issue,25378,29168509,Medium,69,Zaria,No,2025,May,January,January
105,100321,KAD-TIN-202500104,Francis-Parker,Mr. Joseph Goodwin,Individual,Ict,Kudan,2024-05-07,2025,Sep,Road Tax,2024-08-26,2024-05-09,Late,4895990,4895990,0,Paid,Ngn,2024-09-24,Audited,No Issue,103086,273358429,Medium,50,Kaduna North,No,2024,May,August,September
106,100612,KAD-TIN-202500105,"Huffman, Spencer and Ayers",Richard Schmitt,Corporate,Manufacturing,Kaduna South,2024-01-25,2025,Sep,Paye,2024-03-20,,Late,4201473,4201473,0,Paid,Portal,2024-03-26,Not Audited,Pending,95886,412092477,Medium,66,Kaduna North,No,2024,January,March,March
107,100567,KAD-TIN-202500106,Stevens-Graham,Monica Lee,Sme,Retail,Kaura,2024-01-27,2025,Sep,Road Tax,2024-12-13,,Not Filed,1682887,380133,1302754,Partial,Ngn,2024-12-18,Audited,No Issue,103259,202359330,Medium,91,Kaduna South,Yes,2024,January,December,December
108,100042,KAD-TIN-202500107,Reid LLC,James Conley,Individual,Retail,Ikara,2024-04-11,2025,Dec,Withholding Tax,2025-03-15,,Not Filed,3417078,1048739,2368339,Partial,Portal,2025-04-11,Audited,Pending,135136,77044347,Medium,98,Kaduna South,Yes,2024,April,March,April
109,100345,KAD-TIN-202500108,"Sexton, Johnson and Stark",Gabriela Tyler,Corporate,Healthcare,Makarfi,2024-07-20,2025,Aug,Withholding Tax,2025-06-30,,Not Filed,2560159,1245130,1315029,Partial,Portal,2025-06-29,Not Audited,Underpayment,176634,60843515,Medium,94,Kaduna South,Yes,2024,July,June,June
110,100592,KAD-TIN-202500109,Walker-Gross,Daniel Jenkins,Individual,Retail,Sabon Gari,2024-11-01,2025,Aug,Business Premises,2025-07-31,2025-11-08,Late,4902594,4902594,0,Paid,Portal,2025-08-07,Audited,No Issue,150095,378089300,Low,44,Kaduna North,No,2024,November,July,August
111,100209,KAD-TIN-202500110,"Brooks, Cruz and Bowen",Shannon Becker,Sme,Healthcare,Sanga,2024-06-09,2025,Aug,Paye,2025-02-08,,Filed,3514160,3514160,0,Paid,Pos,2025-02-19,Not Audited,Pending,125402,284113397,Medium,60,Kaduna North,No,2024,June,February,February
112,100363,KAD-TIN-202500111,"Delgado, Davis and Fisher",Kelly Rollins,Corporate,Agriculture,Sanga,2025-04-12,2025,Aug,Business Premises,2026-02-08,2026-10-02,Late,4632471,4632471,0,Paid,Ngn,2026-02-25,Audited,Underpayment,75760,380440809,Low,82,Kaduna South,No,2025,April,February,February
113,100125,KAD-TIN-202500112,Brown-Carter,Tony Garcia,Corporate,Healthcare,Kaura,2024-06-27,2025,Jul,Withholding Tax,2025-05-09,,Not Filed,2343928,603538,1740390,Partial,Pos,2025-05-25,Audited,Underpayment,187207,44428604,Medium,76,Zaria,No,2024,June,May,May
114,100552,KAD-TIN-202500113,Horn PLC,Michael Cunningham,Sme,Healthcare,Zaria,2025-01-17,2025,May,Business Premises,2025-10-19,,Filed,1745069,1745069,0,Paid,Pos,2025-11-01,Audited,Pending,139209,123156543,High,49,Kaduna North,Yes,2025,January,October,November
115,100698,KAD-TIN-202500114,Carter Inc,Joel Graham,Individual,Retail,Makarfi,2024-07-30,2025,Mar,Road Tax,2025-02-14,,Not Filed,4012811,210857,3801954,Partial,Portal,2025-03-14,Audited,Underpayment,84192,155231195,High,27,Kaduna North,Yes,2024,July,February,March
116,100181,KAD-TIN-202500115,"Green, Gregory and Bush",John King,Individual,Manufacturing,Kudan,2024-09-30,2025,Mar,Withholding Tax,2024-11-18,,Filed,3555473,3555473,0,Paid,Bank Transfer,2024-12-05,Audited,Underpayment,74596,245926800,High,89,Zaria,No,2024,September,November,December
117,100198,KAD-TIN-202500116,Schaefer Ltd,Brian Bailey,Individual,Agriculture,Jaba,2025-03-31,2025,Dec,Road Tax,2025-07-07,,Not Filed,3976042,572180,3403862,Partial,Ngn,2025-07-16,Audited,Pending,88371,426540159,Medium,92,Zaria,Yes,2025,March,July,July
118,100528,KAD-TIN-202500117,Welch LLC,Glenn Diaz,Sme,Retail,Kaura,2024-03-30,2025,Nov,Paye,2025-03-07,,Not Filed,3451499,896958,2554541,Partial,Pos,2025-03-13,Not Audited,Underpayment,65024,5666894,Medium,69,Kaduna North,No,2024,March,March,March
119,100597,KAD-TIN-202500118,Smith Group,Nathan Gilbert,Corporate,Healthcare,Birnin Gwari,2025-01-20,2025,May,Withholding Tax,2025-07-05,,Late,2582905,2582905,0,Paid,Pos,2025-07-06,Audited,Underpayment,80427,87747318,Medium,84,Zaria,No,2025,January,July,July
120,100630,KAD-TIN-202500119,Jones LLC,Kenneth Schultz,Individual,Ict,Ikara,2024-12-19,2025,Aug,Business Premises,2025-03-19,,Not Filed,2524954,770795,1754159,Partial,Portal,2025-04-09,Not Audited,Pending,143978,492054099,Medium,88,Zaria,Yes,2024,December,March,April
121,100458,KAD-TIN-202500120,"Perry, Chan and King",Christina Robinson,Corporate,Agriculture,Giwa,2025-01-25,2025,Oct,Paye,2025-06-30,,Not Filed,736777,275516,461261,Partial,Bank Transfer,2025-07-30,Audited,Pending,140682,82451387,Low,61,Zaria,No,2025,January,June,July
122,100094,KAD-TIN-202500121,Clark-Clay,Lori Munoz,Corporate,Manufacturing,Chikun,2024-02-29,2025,Aug,Business Premises,2024-07-13,,Not Filed,4941797,2050293,2891504,Partial,Portal,2024-08-09,Audited,Pending,121209,363189413,Medium,22,Kaduna South,No,2024,February,July,August
123,100075,KAD-TIN-202500122,"Conley, Porter and Collins",Darryl Rice,Individual,Manufacturing,Kajuru,2025-02-22,2025,Dec,Paye,2025-03-25,,Not Filed,1877888,606403,1271485,Partial,Bank Transfer,2025-03-27,Not Audited,No Issue,75259,221508765,Low,37,Zaria,No,2025,February,March,March
124,100385,KAD-TIN-202500123,Phillips Inc,Bailey Tran,Individual,Healthcare,Ikara,2024-07-10,2025,Nov,Withholding Tax,2025-02-20,,Late,3216668,3216668,0,Paid,Pos,2025-03-15,Audited,Pending,58376,450191440,Low,22,Kaduna South,No,2024,July,February,March
125,100389,KAD-TIN-202500124,Munoz and Sons,Paul Anderson,Individual,Ict,Kubau,2024-12-10,2025,Jun,Business Premises,2025-10-14,,Late,4512182,4512182,0,Paid,Pos,2025-10-19,Audited,Pending,109901,332134380,Low,50,Kaduna North,Yes,2024,December,October,October
126,100613,KAD-TIN-202500125,Schmidt-Harris,Laura Gomez,Corporate,Retail,Kachia,2024-02-21,2025,Dec,Paye,2025-01-20,,Filed,3795019,3795019,0,Paid,Portal,2025-02-01,Audited,No Issue,36735,272527022,Medium,49,Zaria,No,2024,February,January,February
127,100310,KAD-TIN-202500126,Benson-Morton,Keith Miller,Individual,Healthcare,Kachia,2024-10-22,2025,Jul,Withholding Tax,2025-09-23,,Not Filed,2739933,496823,2243110,Partial,Ngn,2025-09-24,Audited,Pending,177930,231351566,High,83,Kaduna North,No,2024,October,September,September
128,100327,KAD-TIN-202500127,"Davis, Liu and Welch",Kathryn Chapman,Corporate,Manufacturing,Kauru,2025-04-27,2025,Mar,Withholding Tax,2026-04-21,,Not Filed,3247356,1099878,2147478,Partial,Portal,2026-04-30,Not Audited,No Issue,59072,163456632,High,38,Kaduna South,Yes,2025,April,April,April
129,100543,KAD-TIN-202500128,"Lopez, White and Schultz",Clinton Ellis,Individual,Manufacturing,Kachia,2024-10-14,2025,May,Business Premises,2025-06-12,,Late,4724860,4724860,0,Paid,Bank Transfer,2025-07-08,Not Audited,No Issue,140413,391008452,Low,26,Kaduna South,No,2024,October,June,July
130,100193,KAD-TIN-202500129,Erickson and Sons,Courtney Morales,Corporate,Healthcare,Jema'A,2024-12-10,2025,Aug,Business Premises,2025-11-14,,Not Filed,381748,19079,362669,Partial,Ngn,2025-12-01,Audited,No Issue,49813,400076470,Low,81,Kaduna North,Yes,2024,December,November,December
131,100390,KAD-TIN-202500130,"Hughes, Lewis and Sullivan",Joshua Soto,Sme,Healthcare,Soba,2024-07-22,2025,Jun,Withholding Tax,2024-12-21,,Not Filed,2747902,593618,2154284,Partial,Ngn,2025-01-11,Not Audited,Underpayment,25849,433008889,High,80,Kaduna South,Yes,2024,July,December,January
132,100577,KAD-TIN-202500131,Cortez and Sons,Chad Shaffer,Individual,Ict,Birnin Gwari,2024-07-08,2025,May,Road Tax,2025-01-14,,Late,433488,433488,0,Paid,Pos,2025-01-24,Not Audited,No Issue,99572,307903415,Low,83,Zaria,No,2024,July,January,January
133,100173,KAD-TIN-202500132,Martinez Inc,Kirsten Long,Corporate,Agriculture,Jaba,2024-05-11,2025,Mar,Road Tax,2025-02-15,,Not Filed,4165414,966428,3198986,Partial,Pos,2025-02-16,Audited,No Issue,175168,28045966,Low,72,Kaduna North,Yes,2024,May,February,February
134,100518,KAD-TIN-202500133,Stein LLC,Lisa Davis,Sme,Agriculture,Chikun,2024-02-04,2025,Oct,Road Tax,2024-05-21,2024-06-06,Filed,1884753,1884753,0,Paid,Portal,2024-05-20,Audited,Pending,144610,222835680,Low,22,Zaria,No,2024,February,May,May
135,100691,KAD-TIN-202500134,Flores-Neal,James Mann,Sme,Ict,Igabi,2024-10-01,2025,Feb,Business Premises,2025-03-26,,Filed,4262893,4262893,0,Paid,Pos,2025-04-09,Not Audited,Underpayment,104044,44423135,Medium,71,Kaduna South,Yes,2024,October,March,April
136,100670,KAD-TIN-202500135,Hines Group,John Gill,Corporate,Retail,Giwa,2024-12-22,2025,Jul,Road Tax,2025-05-16,,Late,726263,726263,0,Paid,Portal,2025-05-17,Audited,Pending,44927,46391773,Medium,75,Zaria,No,2024,December,May,May
137,100217,KAD-TIN-202500136,"Gonzales, Martin and Roman",Emily Jackson,Corporate,Healthcare,Kudan,2024-10-16,2025,May,Paye,2025-01-02,,Not Filed,406950,60231,346719,Partial,Bank Transfer,2025-01-17,Audited,No Issue,82440,10406375,Low,95,Kaduna North,No,2024,October,January,January
138,100578,KAD-TIN-202500137,"Gonzalez, Collins and Munoz",Christopher Zimmerman,Individual,Healthcare,Kaura,2025-04-20,2025,Nov,Withholding Tax,2025-06-28,2025-05-07,Late,1412731,1412731,0,Paid,Pos,2025-07-01,Not Audited,No Issue,25607,236659969,Low,29,Kaduna South,No,2025,April,June,July
139,100462,KAD-TIN-202500138,Murphy-Shea,Heather Guzman,Sme,Ict,Kajuru,2025-05-11,2025,Sep,Road Tax,2025-11-24,2025-02-12,Filed,2342833,2342833,0,Paid,Pos,2025-12-16,Audited,Pending,77431,430452611,Low,29,Kaduna North,No,2025,May,November,December
140,100325,KAD-TIN-202500139,"Decker, Moreno and Mccoy",Jason Humphrey,Sme,Retail,Giwa,2024-03-19,2025,Jan,Withholding Tax,2024-10-29,,Not Filed,1344168,408548,935620,Partial,Portal,2024-11-19,Not Audited,No Issue,34735,48867345,Low,75,Kaduna South,No,2024,March,October,November
141,100568,KAD-TIN-202500140,Delacruz-Wilson,Chelsea Dixon,Individual,Healthcare,Sanga,2024-02-22,2025,Jun,Road Tax,2024-04-05,,Filed,3018848,3018848,0,Paid,Ngn,2024-04-29,Not Audited,No Issue,190013,485793729,High,51,Zaria,Yes,2024,February,April,April
142,100276,KAD-TIN-202500141,Andrews LLC,Ryan Thornton,Sme,Agriculture,Kudan,2024-12-16,2025,Mar,Paye,2025-07-28,,Filed,1214674,1214674,0,Paid,Portal,2025-08-12,Not Audited,Underpayment,126938,422190946,Low,66,Kaduna South,Yes,2024,December,July,August
143,100469,KAD-TIN-202500142,Howell Group,Randy Miller,Individual,Ict,Kaduna South,2025-01-04,2025,Jan,Road Tax,2025-12-20,,Late,1690377,1690377,0,Paid,Portal,2026-01-08,Not Audited,Underpayment,112883,439805059,High,96,Kaduna North,No,2025,January,December,January
144,100322,KAD-TIN-202500143,Eaton LLC,Kenneth Hernandez,Individual,Manufacturing,Kagarko,2024-06-13,2025,May,Road Tax,2025-05-17,,Not Filed,1734864,502278,1232586,Partial,Pos,2025-06-04,Not Audited,Underpayment,103005,197966227,Low,92,Kaduna North,Yes,2024,June,May,June
145,100215,KAD-TIN-202500144,Williams Inc,Jill Gordon,Sme,Agriculture,Zaria,2024-12-15,2025,Feb,Road Tax,2025-10-22,2025-07-11,Filed,3922367,3922367,0,Paid,Portal,2025-10-28,Not Audited,No Issue,66238,355616990,Low,74,Kaduna South,Yes,2024,December,October,October
146,100411,KAD-TIN-202500145,Nguyen-Nunez,Rhonda Dyer,Corporate,Healthcare,Zaria,2024-08-17,2025,Jul,Paye,2025-07-19,2025-08-08,Late,4934216,4934216,0,Paid,Ngn,2025-07-22,Audited,No Issue,172386,358854815,Medium,41,Zaria,Yes,2024,August,July,July
147,100340,KAD-TIN-202500146,"Carr, Fowler and Cook",Ashley Gould,Sme,Retail,Birnin Gwari,2024-10-15,2025,Feb,Withholding Tax,2025-10-10,,Not Filed,3402236,1578490,1823746,Partial,Pos,2025-11-09,Audited,Underpayment,98073,211988556,Medium,95,Zaria,Yes,2024,October,October,November
148,100303,KAD-TIN-202500147,Duran-Russell,Robert Hall,Sme,Retail,Igabi,2024-06-25,2025,Dec,Business Premises,2024-08-06,2024-12-08,Late,927023,927023,0,Paid,Ngn,2024-08-25,Not Audited,No Issue,136607,261268922,Medium,80,Kaduna North,No,2024,June,August,August
149,100308,KAD-TIN-202500148,"Baldwin, Mccoy and Schmidt",Barry Kemp,Individual,Retail,Birnin Gwari,2025-01-04,2025,Jun,Paye,2025-09-22,2025-08-10,Late,613499,613499,0,Paid,Pos,2025-10-05,Audited,Pending,41978,179698719,High,74,Kaduna South,Yes,2025,January,September,October
150,100656,KAD-TIN-202500149,Alvarado-Anderson,Lisa Charles,Corporate,Manufacturing,Kaura,2025-02-12,2025,Jan,Business Premises,2025-10-07,,Not Filed,1597293,195440,1401853,Partial,Portal,2025-11-01,Not Audited,No Issue,184742,117317781,Low,55,Zaria,Yes,2025,February,October,November
151,100334,KAD-TIN-202500150,Roberts Group,Lisa Rodriguez,Individual,Manufacturing,Igabi,2024-10-22,2025,May,Road Tax,2025-01-12,,Not Filed,1618332,383561,1234771,Partial,Ngn,2025-02-03,Not Audited,Pending,29945,188790619,Medium,78,Zaria,Yes,2024,October,January,February
152,100138,KAD-TIN-202500151,"Butler, Taylor and Clark",Charlotte Robertson,Sme,Retail,Kachia,2025-02-20,2025,May,Paye,2025-08-21,,Not Filed,760951,352379,408572,Partial,Pos,2025-09-11,Audited,Pending,101833,226540409,High,37,Zaria,No,2025,February,August,September
153,100661,KAD-TIN-202500152,Holt-Clark,Cody Hood,Individual,Healthcare,Jaba,2024-08-04,2025,Aug,Withholding Tax,2024-12-07,2024-06-12,Late,4557864,4557864,0,Paid,Pos,2024-12-25,Not Audited,Pending,14053,466673711,Medium,21,Kaduna South,Yes,2024,August,December,December
154,100419,KAD-TIN-202500153,Valenzuela and Sons,Kristen Gomez,Corporate,Manufacturing,Kauru,2024-04-09,2025,Dec,Road Tax,2024-11-21,,Not Filed,4289921,2076054,2213867,Partial,Portal,2024-11-29,Audited,Pending,8089,429285296,Low,57,Kaduna North,No,2024,April,November,November
155,100469,KAD-TIN-202500154,Jefferson LLC,William Russell,Corporate,Manufacturing,Makarfi,2024-04-25,2025,Sep,Paye,2025-02-24,2025-09-03,Late,1461039,1461039,0,Paid,Bank Transfer,2025-03-11,Not Audited,Pending,198386,24339479,High,76,Zaria,Yes,2024,April,February,March
156,100034,KAD-TIN-202500155,Gonzales Inc,Mary Lewis MD,Sme,Agriculture,Kajuru,2024-08-05,2025,Feb,Road Tax,2024-10-26,,Not Filed,2126445,624340,1502105,Partial,Bank Transfer,2024-11-08,Audited,Pending,154120,371975777,Medium,98,Zaria,No,2024,August,October,November
157,100212,KAD-TIN-202500156,Monroe Ltd,Scott Esparza,Individual,Healthcare,Kajuru,2024-03-25,2025,Sep,Withholding Tax,2025-03-05,,Filed,1783251,1783251,0,Paid,Pos,2025-03-23,Not Audited,Underpayment,150139,145528713,High,32,Kaduna North,No,2024,March,March,March
158,100136,KAD-TIN-202500157,Baird Ltd,Terry Powers,Individual,Ict,Zaria,2025-04-15,2025,Jun,Business Premises,2025-06-14,2025-03-07,Late,1114415,1114415,0,Paid,Portal,2025-07-13,Audited,Pending,165780,146266420,High,73,Kaduna South,No,2025,April,June,July
159,100528,KAD-TIN-202500158,"Smith, Boyd and Clark",Robert Kelley MD,Corporate,Agriculture,Zaria,2024-02-08,2025,Jun,Road Tax,2025-01-27,2025-06-02,Filed,3429357,3429357,0,Paid,Ngn,2025-01-25,Audited,Pending,120179,342827423,High,65,Kaduna North,No,2024,February,January,January
160,100275,KAD-TIN-202500159,Collins Group,Ashley Dawson,Sme,Agriculture,Kagarko,2024-04-21,2025,Sep,Business Premises,2024-12-26,2025-08-01,Filed,4199969,4199969,0,Paid,Portal,2025-01-14,Audited,No Issue,26102,338177570,Medium,22,Kaduna North,Yes,2024,April,December,January
161,100208,KAD-TIN-202500160,Ramos-Murray,Shaun Wood,Corporate,Ict,Soba,2024-08-13,2025,May,Business Premises,2025-05-03,2025-06-05,Filed,3638640,3638640,0,Paid,Bank Transfer,2025-05-24,Not Audited,No Issue,97476,358755448,High,41,Kaduna North,No,2024,August,May,May
162,100672,KAD-TIN-202500161,Edwards PLC,Kathy Martinez,Individual,Retail,Birnin Gwari,2024-11-16,2025,Apr,Road Tax,2025-05-21,,Not Filed,2014140,450081,1564059,Partial,Bank Transfer,2025-05-27,Audited,Pending,178253,240943461,Low,21,Zaria,No,2024,November,May,May
163,100490,KAD-TIN-202500162,"Rush, Rodriguez and Hayes",Paul Hall,Individual,Ict,Kaura,2025-02-22,2025,Feb,Paye,2025-05-24,,Late,1158765,1158765,0,Paid,Ngn,2025-06-14,Not Audited,No Issue,100328,417248433,Low,38,Kaduna North,Yes,2025,February,May,June
164,100360,KAD-TIN-202500163,Young-Campbell,Jason Cook,Corporate,Ict,Soba,2024-11-08,2025,Dec,Business Premises,2025-11-05,,Filed,3741821,3741821,0,Paid,Portal,2025-11-16,Audited,No Issue,36703,405966183,Low,95,Zaria,No,2024,November,November,November
165,100254,KAD-TIN-202500164,"Stein, Oliver and Grimes",Gary Jarvis,Sme,Retail,Kachia,2024-06-28,2025,Sep,Withholding Tax,2025-03-04,,Late,1222980,1222980,0,Paid,Bank Transfer,2025-03-21,Audited,Pending,159102,275547847,Low,70,Kaduna South,Yes,2024,June,March,March
166,100116,KAD-TIN-202500165,Fitzpatrick LLC,Steven Newman,Individual,Manufacturing,Soba,2025-02-05,2025,Oct,Paye,2025-07-07,,Late,3287042,3287042,0,Paid,Bank Transfer,2025-07-28,Not Audited,No Issue,101407,464145999,High,73,Kaduna South,Yes,2025,February,July,July
